T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Appliances
19.79,35.32666667,19.16666667,34.73,20.1,35.745,19.39,33.7,17.39,47.02571429,3.626666667,42.0,19.5,31.62,20.55,38.245,18.1,39.43333333,3.65,757.3,59.83333333,9.0,26.0,-3.6,36.48339198,36.48339198,30
22.6,41.93333333,24.32333333,36.66333333,23.2,39.46666667,23.6,38.53,21.2,43.5,18.42666667,3.9,21.89,35.29,22.5,40.5,21.29,41.9,15.1,751.6666667,54.66666667,4.0,40.0,5.93,25.48824914,25.48824914,70
21.79,39.9,20.1,40.7,21.39,40.59,19.2,40.96666667,18.17777778,51.97777778,3.59,91.72666667,19.1,36.91555556,21.79,44.545,18.0,41.83333333,2.92,732.7833333,98.0,2.0,32.0,2.62,44.41068454,44.41068454,60
24.44454545,53.25109091,23.40540541,52.82981982,27.37890909,46.83454545,23.75405405,49.18297297,22.65945946,54.38756757,18.66810811,46.705,23.57027027,46.35054054,24.80381818,54.31272727,23.26927273,50.85454545,15.8,750.4666667,93.0,3.666666667,40.0,14.6,30.87218967,30.87218967,100
21.26,43.62666667,20.86,41.16333333,21.6,44.4,22.63333333,42.96666667,19.17222222,56.89888889,3.4,94.19,18.29,38.25722222,20.2,46.83111111,18.29,49.13333333,4.17,759.2,84.66666667,4.0,29.0,1.77,4.397003062,4.397003062,90
21.6,37.0,19.2,39.06428571,21.39,36.72571429,19.89,35.29,18.96857143,54.66142857,1.025,76.18125,18.6,30.89,22.15714286,38.21,18.29,36.65285714,1.57,740.3333333,92.66666667,1.666666667,23.66666667,0.433,45.72500865,45.72500865,110
20.89,38.03333333,18.2,40.76,22.56666667,36.9,21.6,35.2,19.89,47.53,5.0,45.94,20.2,31.2,22.0,42.7,20.29,40.4,4.88,764.2166667,94.0,2.0,24.0,3.98,29.15462038,29.15462038,60
20.0,38.2,18.42666667,39.32666667,20.5,38.66333333,19.6,36.76,18.2,50.82666667,0.366666667,85.62333333,18.6,35.56428571,19.79,41.79,17.49714286,41.11142857,2.2,759.5666667,90.66666667,1.0,52.83333333,1.27,32.87155016,32.87155016,80
21.39,39.2,18.42666667,43.96333333,22.96333333,37.06,20.1,39.9,19.39,46.86333333,7.296666667,72.79666667,20.7,38.93333333,22.1,44.23,19.79,42.09,7.37,756.6333333,88.33333333,8.333333333,21.33333333,5.53,47.63841361,47.63841361,50
20.89,36.9,20.89,36.06,21.76,35.0,20.79,34.79,19.39,44.79,7.3,45.82666667,20.29,30.29,21.79,38.29,19.7,35.29,5.9,748.0,75.5,8.0,34.5,1.9,3.756443737,3.756443737,50
22.0,40.4,19.5,43.76666667,22.89,38.9,21.2,38.66333333,20.39,47.79571429,9.6,24.245,22.16666667,37.4,21.58571429,37.44285714,20.79,43.93333333,9.17,749.8333333,71.66666667,3.666666667,40.0,4.23,3.553961613,3.553961613,40
22.7,39.9,21.89,39.62666667,22.02857143,40.12142857,18.42666667,46.76666667,17.7,52.2,9.69,91.86666667,17.79,41.03,21.32333333,49.96333333,17.79,44.2,9.6,753.9,92.66666667,8.333333333,47.0,8.43,48.41205101,48.41205101,100
20.5,36.7,18.7,37.29,20.5,37.2,19.46333333,35.16333333,18.934,59.816,1.633333333,62.83,18.7,35.09,20.29,44.96666667,17.7,39.79,2.03,750.3666667,78.0,3.666666667,22.66666667,-1.43,41.69481498,41.69481498,20
21.0,41.4,19.72666667,43.33,22.29,38.09,20.79,39.09,20.66666667,70.56333333,8.1225,38.0475,20.89,35.7,21.13333333,38.79,21.2,38.43333333,5.8,752.5666667,83.33333333,6.0,32.66666667,3.13,23.07907412,23.07907412,60
21.39,39.4,18.56666667,43.53,22.2,38.43333333,20.6,37.0,19.35666667,48.2,5.8,58.9,20.5,38.72666667,22.29,44.76,19.6,42.16333333,5.6,756.3,88.0,2.0,65.0,3.7,42.23652689,42.23652689,100
22.79,36.86333333,21.7,36.82666667,22.85666667,37.76,20.7,38.86333333,20.16666667,48.46333333,14.66,18.29,21.89,33.06666667,23.96333333,37.73,20.32333333,40.62666667,12.1,750.7,55.66666667,9.666666667,40.0,3.37,32.48977151,32.48977151,60
21.7,39.43333333,19.2,42.2,22.2,38.7,20.2,38.5,19.7,51.73,6.656666667,70.22666667,20.39,39.26666667,22.29,47.86333333,19.39,42.7,6.23,755.0333333,95.66666667,4.0,44.33333333,5.6,32.27745832,32.27745832,50
23.1,38.59,21.2675,38.475,25.29,35.23,22.64285714,35.33714286,21.59666667,68.69333333,11.53333333,13.29666667,21.6,31.29,23.89,39.46333333,20.29,35.29,11.5,756.6,66.0,4.0,40.0,5.2,18.28080749,18.28080749,100
21.39,42.49333333,19.7,41.29666667,21.79,36.32666667,20.46333333,33.56,19.5,43.96666667,6.866666667,26.03333333,20.1,28.76,22.32333333,37.66333333,19.39,33.26,6.85,748.7,58.0,6.5,40.0,-0.9,45.57429521,45.57429521,80
22.03333333,40.36333333,21.16333333,41.19333333,22.5,38.4,21.13333333,39.53,19.96333333,46.32666667,12.3,32.89333333,21.29,36.1,23.1,41.93,20.39,43.5,10.0,740.6333333,76.16666667,8.5,43.83333333,5.88,27.06212682,27.06212682,270
22.5,35.93,23.6,32.73,22.89,36.06,23.0,34.7,20.16666667,43.06666667,19.43,1.0,22.12,30.498,21.29,38.4975,20.29,37.79,16.5,761.8333333,42.66666667,4.333333333,40.0,3.67,40.86904067,40.86904067,60
20.5,36.29,17.0,41.46666667,20.46333333,37.26,20.0,33.9,17.89,50.2,0.366666667,70.76333333,19.5,35.43333333,21.1,43.2,18.2,41.09,-0.417,763.6,93.16666667,1.833333333,34.5,-1.4,21.00844485,21.00844485,50
20.85666667,37.76,19.26,37.62666667,21.6,36.36333333,21.0,33.9,17.87571429,46.51142857,4.333333333,68.0,19.1,30.31,21.39,37.16333333,18.1,36.93333333,4.0,756.7333333,75.66666667,3.0,27.66666667,0.0667,46.61592658,46.61592658,720
22.39,35.4,19.76,37.53,23.2,37.03,22.29,33.56,20.89,48.23,3.433333333,32.79,21.5,34.83714286,23.46333333,42.73,20.39,39.5,4.15,766.6,87.0,1.0,40.0,2.2,22.81912056,22.81912056,50
23.5,34.73,22.6625,32.5325,24.1,33.81857143,23.39,33.545,22.7,36.79,17.32333333,1.0,23.7,28.39,24.89,34.356,22.89,38.4,14.5,760.3,44.33333333,2.666666667,40.0,2.37,34.69108703,34.69108703,630
22.96333333,39.03,22.39,38.09,23.06666667,40.86666667,21.42666667,39.96666667,20.1,45.12666667,12.59,30.438,21.7925,33.7675,23.29,38.89875,20.5,42.46666667,10.1,742.2,66.0,11.0,40.0,4.0,7.570754807,7.570754807,300
24.32333333,44.56,23.12857143,43.89714286,26.79,39.36333333,24.89,43.23,22.5,58.86333333,14.33,27.43,24.236,44.134,24.56666667,50.56,22.6,44.5,14.8,756.1,79.0,3.0,63.0,11.1,14.00909779,14.00909779,60
20.2,37.4,17.2,40.43333333,20.2,37.9,19.0,35.29,17.89,47.2,4.4,68.6675,18.5,35.2,20.29,43.79,17.6,39.32666667,4.3,752.1,72.66666667,5.333333333,40.0,-0.167,33.05911057,33.05911057,30
20.1,43.7,19.1,43.86333333,20.35666667,44.5,17.5,47.12666667,17.85111111,51.33777778,6.3,99.9,16.29,43.2,17.85111111,49.53277778,16.6,50.32666667,6.55,764.4333333,95.0,3.0,57.66666667,5.85,14.40631647,14.40631647,30
20.93714286,36.4,18.93714286,37.94285714,21.0,38.59,19.39,35.79,18.23857143,51.82142857,4.0,77.51,18.79,32.16857143,21.025,44.595,18.5,41.4,3.8,741.2333333,89.0,7.666666667,54.0,2.07,41.50645587,41.50645587,60
21.29,35.12666667,20.0,35.5,19.86142857,36.88428571,19.2,36.29,17.2,44.48,1.9,79.59,17.5,30.92666667,20.68571429,39.35571429,17.412,37.812,0.6,757.85,98.0,1.5,22.0,0.3,7.702337101,7.702337101,40
24.68545455,49.54590909,24.31261261,47.26402402,26.84409091,43.89545455,23.99279279,46.9436036,22.92207207,52.61015766,22.32558559,22.23666667,23.88063063,43.92376126,24.42318182,51.27727273,23.17772727,48.44545455,17.3,751.4166667,83.16666667,2.0,40.0,14.5,11.04137268,11.04137268,60
21.79,42.12666667,19.06666667,46.8,23.7,38.43333333,20.85666667,41.13333333,20.76,48.82333333,8.49,53.0,21.1,35.32666667,21.5,38.62666667,20.89,44.29666667,7.3,754.0,89.0,5.0,26.0,5.6,0.645116821,0.645116821,180
21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333,5.53,89.19333333,17.79,44.96333333,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.46781158,39.46781158,50
20.6,36.16333333,20.86666667,36.09333333,21.53333333,34.4,20.26,36.02666667,18.73,49.39,7.166666667,58.53333333,19.1,29.5,21.16666667,37.5,19.1,35.06,4.42,756.05,84.66666667,2.0,27.83333333,2.07,16.24408488,16.24408488,80
19.0,42.06,18.39,41.29,19.96333333,43.26,18.53333333,41.7,17.89,65.43333333,2.09,92.62666667,18.1,41.76,19.39,51.0,16.7,45.33333333,2.83,754.1666667,92.0,5.0,27.66666667,1.6,49.47499167,49.47499167,30
20.16666667,39.65666667,18.2,40.96666667,21.1,38.59,20.03333333,36.32666667,18.575,44.425,1.2,83.5,19.08333333,36.74666667,20.42666667,43.39,18.0,41.63333333,0.85,754.9166667,95.16666667,1.0,41.33333333,0.167,36.01499258,36.01499258,40
23.0,36.36333333,21.7,34.65666667,24.1,34.36333333,22.6,33.2,20.79,42.12666667,10.96333333,1.0,22.2,28.078,24.0,35.39,20.79,38.29,9.0,757.3,53.0,6.0,40.0,-0.2,35.45930252,35.45930252,70
21.0,38.26,21.66666667,37.76666667,22.03333333,35.7,21.774,35.312,19.7,42.12666667,9.43,25.72666667,20.04,30.64,21.29,38.76,20.39,35.99,6.7,768.05,80.33333333,4.166666667,26.66666667,3.47,4.707486031,4.707486031,60
24.2,41.59,25.61428571,35.71285714,26.39,37.59,24.5,39.96666667,21.79,47.925,23.96333333,1.0,23.89,36.94,23.39,43.29,22.6,43.36333333,20.2,756.6,50.0,3.0,26.0,9.4,1.384247781,1.384247781,60
20.56666667,41.43333333,19.7,39.2,21.6,40.8,19.2,38.9,18.39,50.43333333,4.69,90.35666667,19.5,33.79333333,22.05,41.72,18.6,39.66333333,4.3,742.0,73.0,6.0,40.0,-0.2,10.70734689,10.70734689,400
24.79,47.9,24.26,47.23,26.58571429,42.09,25.2,45.56,23.745,50.645,20.09666667,33.1,24.36142857,45.16857143,24.96857143,49.0,24.0,47.9,17.0,751.0,85.33333333,4.666666667,36.0,14.5,25.98820021,25.98820021,60
19.2,41.2,17.92666667,41.5,19.5,40.7,18.6,38.09,17.42,54.79,-1.697222222,88.93888889,18.79,34.4,19.39,41.75,17.06666667,37.26,-1.6,756.6,84.5,2.5,26.5,-3.95,25.58288148,25.58288148,40
24.79,47.16333333,23.854,48.22,26.05714286,43.4,25.1,44.2225,23.79,52.5,15.43,58.65666667,24.62,41.696,25.5,48.4,24.0,47.036,12.8,744.3,99.0,1.0,36.66666667,12.7,31.80571579,31.80571579,70
19.79,44.09,19.1,44.06,20.1,44.2,17.7,46.33333333,17.89,49.29,7.726666667,99.9,16.39,42.86944444,17.79,49.215,16.5,49.06,9.75,763.45,76.5,3.5,40.0,5.6,0.030263304,0.030263304,50
20.79,37.09,19.2,37.82666667,20.5,36.03,19.0,37.42666667,17.5,44.29,5.3,85.8,18.5,32.5,19.56666667,38.56666667,17.79,37.29,5.33,753.0666667,94.66666667,9.666666667,47.33333333,4.57,2.2745847,2.2745847,80
21.39,40.53,20.0,40.96666667,20.89,41.4,19.39,40.76,17.89,49.42222222,3.433333333,90.62333333,19.2,36.69777778,21.87333333,42.72,17.79,38.43333333,2.87,740.5,92.33333333,4.0,63.33333333,1.7,42.59642817,42.59642817,80
20.2,45.03,18.76,41.09,21.53,43.02666667,18.15,35.59,17.5,50.46666667,4.466666667,75.8,17.5,31.2,19.7,38.29,17.5,37.03,3.42,748.8166667,81.33333333,4.166666667,40.0,0.433,4.916084325,4.916084325,290
22.13333333,45.76666667,21.5,43.46333333,21.23,46.42666667,20.0,41.59,18.83,53.25611111,1.663333333,95.53,16.89,38.71666667,20.68888889,46.98833333,16.29,43.9,2.87,754.35,87.5,3.833333333,28.66666667,1.03,2.821289515,2.821289515,100
21.2,42.4,20.23,41.93333333,20.42666667,44.62666667,17.92666667,47.09,18.12777778,56.96111111,8.39,99.9,16.29,43.98888889,18.275,50.075,16.35666667,50.03,8.1,766.7166667,94.0,2.0,62.16666667,7.2,49.74216295,49.74216295,50
21.16666667,44.9,20.29,42.845,22.945,43.045,21.03333333,43.12666667,18.87888889,54.18777778,8.13,71.36666667,19.1,36.38055556,21.97555556,46.67055556,19.0,42.76,7.88,739.55,70.5,11.5,40.0,2.77,30.64216204,30.64216204,350
21.92666667,39.12666667,19.35666667,41.66,24.53333333,37.03,21.89,35.2,20.63333333,48.72333333,6.966666667,43.59,21.23857143,32.14,22.89,45.054,20.6,41.56,5.8,756.4,87.0,4.0,40.0,3.7,44.64864014,44.64864014,50
21.39,38.26,19.13333333,40.36333333,22.6,36.5,19.29,38.73,19.23,42.29,8.433333333,52.86,19.1,33.9,21.2,43.73,19.2,40.76,5.67,758.2333333,92.66666667,1.0,40.0,4.53,29.77144434,29.77144434,370
23.0,38.73,19.79,41.9,23.39,37.43333333,20.7,40.79,19.715,47.54,1.937777778,65.70555556,20.79,35.395,23.2,42.48722222,19.7,40.13333333,1.55,759.2,96.66666667,1.0,20.66666667,1.08,23.79396498,23.79396498,60
22.82333333,46.36,21.29,46.19666667,24.16666667,39.13333333,21.5,41.59,20.79,47.02666667,14.6,13.63,22.2,34.7,24.365,39.5425,20.89,40.46333333,13.5,751.7666667,61.66666667,5.0,40.0,6.17,3.461168509,3.461168509,310
22.96333333,44.23,21.956,44.4,24.39,39.82666667,23.7,43.145,21.79,48.29,16.0,30.76666667,22.7,39.718,22.79,45.27714286,22.5,43.7,13.8,758.0,85.0,5.0,40.0,11.3,36.75152645,36.75152645,100
22.42666667,39.29,21.5,38.12666667,21.39,42.2,21.1,41.16333333,18.6,52.86333333,0.4,96.36666667,19.7,39.12666667,21.39,46.32666667,17.7,41.93,0.55,764.5,96.0,2.166666667,27.5,0.0333,10.30728029,10.30728029,40
21.39,38.79,19.06666667,42.06,22.1,37.32666667,20.29,38.09,19.39,45.5,7.9,53.36333333,20.29,33.59,21.73,39.5,20.0,37.7,7.95,759.25,79.5,2.5,34.5,4.55,24.6812072,24.6812072,50
22.6,33.0,21.5,31.33333333,23.82333333,35.92666667,22.89,31.97,21.46666667,73.19333333,11.73333333,1.0,22.1,27.62,22.79,36.5,20.16666667,35.06,12.8,764.5,47.0,5.0,40.0,1.6,26.08942699,26.08942699,100
21.29,44.06333333,19.6,44.1,21.2,41.29,21.89,38.56,18.57142857,50.4,4.833333333,87.83333333,19.1,34.59,20.32333333,40.73,18.5,40.49857143,5.33,757.5666667,78.33333333,3.333333333,40.0,1.73,0.09784773,0.09784773,50
23.39,37.79,22.0,37.46,24.29,35.82142857,23.23,35.0,22.72571429,50.82142857,11.216,5.296,23.39,31.84714286,25.0,37.82666667,22.6,34.918,12.5,760.35,58.33333333,1.833333333,40.0,4.47,7.894713676,7.894713676,80
21.5,40.5,19.0,44.09,22.5,38.29,20.79,39.59,20.2,49.26666667,8.445,44.645,20.92666667,37.0,23.29,44.16333333,20.35666667,41.2,7.55,751.6833333,82.33333333,4.0,40.0,4.65,37.77285453,37.77285453,110
22.7,40.33333333,21.7,39.03,24.1,37.66333333,22.46333333,39.62888889,21.13333333,44.0,15.92666667,10.33333333,22.0,33.41666667,23.5,41.218,20.92666667,42.23,14.9,746.1833333,56.72222222,8.388888889,35.33333333,6.34,29.85993687,29.85993687,90
21.5,40.66666667,20.23,39.66333333,21.7,37.86333333,20.89,36.53,17.89,47.79,3.59,71.89666667,19.2,31.7,21.53333333,37.29,18.0,36.16333333,2.53,757.1333333,83.0,1.0,27.0,-0.133,37.94149056,37.94149056,120
20.89,36.79,18.42666667,39.5,22.03,38.66333333,19.53333333,34.26,18.35666667,44.53,7.896666667,38.9,19.29,30.0,21.85666667,39.06666667,19.5,37.32666667,5.9,762.8,72.0,4.0,26.0,1.2,20.79428592,20.79428592,320
22.6,44.09666667,21.73,42.86333333,22.7,44.39944444,21.53333333,42.19333333,18.89,54.055,5.123333333,76.6,18.6,35.29,22.2,42.765,18.29,42.36333333,5.07,763.9166667,81.33333333,3.0,40.0,2.03,35.25399239,35.25399239,170
21.6,38.645,19.5,40.36333333,23.39,36.06,20.0,38.06,19.7,49.46666667,7.026666667,17.03333333,19.6,31.29,22.5,36.9,19.29,37.2,8.05,762.0,68.66666667,5.166666667,40.0,2.58,27.68728968,27.68728968,80
21.29,37.645,18.29,42.23,22.2,37.09,19.6,36.7,19.2,45.96666667,5.156666667,69.73,19.2,32.4,22.7,43.9,19.66666667,41.29666667,4.75,761.1,97.0,1.333333333,56.83333333,4.25,39.47609314,39.47609314,90
19.1,41.12666667,17.89,41.59,19.5,40.66333333,18.56666667,38.16333333,17.39,54.678,-1.998888889,88.81333333,18.7,34.4,19.39,41.7,17.06666667,37.2,-1.87,756.6,86.16666667,2.833333333,24.83333333,-3.92,49.73852547,49.73852547,30
20.39,42.79,19.39,43.06,20.5,45.09,17.6,47.03,17.61111111,55.74,6.623333333,99.9,16.29,43.58,17.95722222,49.9,16.5,51.09,7.37,765.0666667,96.33333333,3.0,62.0,6.77,12.00711544,12.00711544,60
21.89,38.09,20.7,38.26666667,21.79,37.23,22.1,36.36333333,19.04,71.256,2.9,76.19333333,19.456,33.09,21.89,37.56,17.89,36.2,1.8,757.3,91.0,1.0,64.0,0.4,9.749750188,9.749750188,90
25.6,42.86,25.7,38.7,26.52,38.59,25.6,41.06666667,23.76,56.76666667,21.772,1.02,24.2,38.06,25.0,45.0,23.6,41.62142857,22.3,752.1166667,44.5,3.0,40.0,9.53,27.5451298,27.5451298,110
23.39,38.46333333,24.76,34.46333333,24.96333333,38.23,23.76,37.29,19.35,39.634,17.03333333,1.0,22.56666667,33.79,23.5,39.16857143,21.7,35.76666667,12.9,756.9,62.0,1.0,27.0,5.85,10.01463864,10.01463864,50
22.7,34.59,20.1,36.59,23.5,37.0,22.6,32.9,20.89,41.9,5.866666667,24.5,22.2,34.254,23.89,42.16857143,20.5,38.9,7.2,763.6,69.0,4.0,40.0,1.8,44.18904798,44.18904798,60
18.39,38.4,17.29,38.32666667,18.6,39.26,16.2,38.59,16.39,47.5,-0.4,94.16,16.2,32.9,18.17777778,42.82777778,15.86,41.22333333,0.0333,762.8333333,78.66666667,4.0,20.33333333,-3.27,18.35249538,18.35249538,60
17.0,43.7,16.2,43.9,17.5,41.79,15.19,43.2,15.40222222,49.51,6.8,99.9,15.6,38.79,16.45111111,46.72555556,15.1,43.2,6.25,769.7666667,99.83333333,3.833333333,34.0,6.23,28.96645189,28.96645189,120
19.1,44.09,18.39,43.79,19.82333333,44.93333333,18.7,44.2,17.2,52.4,5.726666667,83.19666667,18.02777778,44.69444444,18.715,54.29222222,17.1,49.7,5.43,750.8,89.0,8.0,24.0,3.73,12.8183802,12.8183802,50
19.7,46.06,18.89,45.9,19.89,45.2,18.5,47.4,17.5,54.755,11.69,79.62666667,17.79,44.9,17.7,50.7,17.1,48.79,11.3,755.6,81.16666667,9.833333333,38.16666667,8.2,26.48809047,26.48809047,40
23.0,50.36333333,24.89,44.4,25.26333333,46.93333333,23.6,47.29,22.5,50.59,22.4,5.53,22.89,43.9,23.29,50.86857143,23.0,47.4,17.6,756.2666667,75.33333333,5.166666667,30.0,13.1,33.41909426,33.41909426,340
20.96333333,39.46666667,18.53333333,39.23,21.6,35.43,19.79,33.9,18.79,56.23333333,7.263333333,40.86,19.0,30.2,22.03333333,37.12666667,19.35666667,37.62666667,5.77,762.05,79.66666667,2.166666667,28.0,2.52,6.318991433,6.318991433,130
21.79,40.96666667,19.5,43.0,23.0,39.0,21.5,39.79,20.1,46.5,9.566666667,49.86333333,21.05,33.9,24.2,44.73,20.39,40.16333333,9.52,750.2666667,80.16666667,6.166666667,40.0,6.18,9.196081338,9.196081338,60
21.5,38.4,19.1,40.5,23.2225,35.95,19.89,38.4,19.63333333,49.03,5.8,26.89333333,19.6,31.35666667,22.5,36.9,19.2,37.09,7.0,762.4333333,73.0,4.333333333,40.0,2.47,24.99003457,24.99003457,70
24.5,44.59,23.5,43.334,26.7,38.59,24.7,43.2,22.6,61.5,15.5,18.85666667,24.29,43.7,24.6,49.76666667,22.66666667,44.52666667,16.0,756.1,75.33333333,4.0,63.66666667,11.5,15.13916246,15.13916246,70
22.79,45.52666667,21.82333333,41.15666667,22.06666667,43.4,18.89,47.02666667,17.2,54.8,3.933333333,74.96666667,17.7,37.82,18.92666667,44.73,16.89,41.59,3.5,748.75,84.5,7.833333333,40.0,1.13,3.501633962,3.501633962,90
25.6,46.73,26.43714286,41.38428571,28.42666667,41.43,24.7,46.09,22.89,53.09,24.92666667,1.0,23.96857143,43.45714286,23.82333333,49.32666667,23.1,46.59,21.9,755.8,59.0,2.0,21.66666667,13.5,16.97759748,16.97759748,80
20.53333333,43.2,19.5,43.4,20.5,44.4,18.1,45.2,18.5,47.2,8.89,90.83,18.67222222,39.31444444,19.56111111,46.215,17.1,48.53,9.75,762.6333333,75.5,4.0,40.0,5.63,20.66529355,20.66529355,60
20.5,37.66333333,18.66666667,38.66333333,21.0,38.9,19.29,36.79,18.0,48.82666667,3.626666667,81.72666667,18.39,33.0,20.7,46.29,18.29,42.0,4.23,742.6,86.0,5.666666667,40.0,2.1,9.107378649,9.107378649,40
22.0,39.4,20.0,41.5,23.2,38.0,22.2,38.09,19.89,49.345,8.226666667,49.63,21.0,40.254,23.0,45.82666667,19.89,42.3175,9.45,760.2,87.5,5.0,34.5,7.4,23.66022951,23.66022951,60
21.13333333,38.46666667,20.92666667,36.06,21.5,36.46333333,21.0,34.56,18.1,46.53,5.866666667,33.83,21.53333333,27.32666667,21.79,31.99,19.39,38.59,4.9,768.4,69.0,6.0,24.0,-0.3,33.3471723,33.3471723,710
19.96333333,42.26,19.39,40.62666667,20.89,41.9,18.79,42.33333333,18.89,61.53,0.033333333,89.16,19.98166667,41.09,21.90222222,49.93888889,18.89,45.56,1.43,748.8,98.33333333,3.333333333,60.33333333,1.17,14.2670557,14.2670557,50
24.2,33.82666667,23.79,30.39,23.6,34.22333333,22.92666667,32.43333333,21.96,57.06,19.84,1.0,22.6,29.27714286,23.0,34.23,20.93714286,36.10857143,18.9,758.15,35.83333333,3.833333333,40.0,3.15,5.877325858,5.877325858,120
24.6,46.12666667,24.39,43.82666667,25.79,42.0,24.1,45.62666667,23.29,49.096,17.2,3.293333333,23.80428571,38.85285714,24.1,46.29,23.1,44.03,14.9,757.5,70.33333333,6.666666667,40.0,9.53,11.01542329,11.01542329,290
18.7,46.345,17.89,46.4,19.7,44.79,17.76,46.9,17.29,53.045,3.433333333,95.53,17.29,43.29,17.39,49.61055556,16.7,47.4,4.2,763.3666667,92.33333333,2.0,28.33333333,3.03,13.03155218,13.03155218,10
21.79,34.79,19.53333333,35.4,20.5,37.03,19.96333333,34.73,19.53333333,59.16666667,-4.375,76.0475,19.6,27.76,21.89,38.53,18.2,39.0,-2.8,768.5166667,87.5,1.0,57.0,-4.67,47.51822944,47.51822944,60
20.6,40.09,18.79,41.53,21.39,40.82666667,18.79,41.2,18.0,51.85722222,2.9,92.3,19.2,39.09,21.29,47.60222222,18.2,45.4,2.5,734.55,95.5,2.5,52.5,1.85,27.60322262,27.60322262,60
20.1,34.43333333,17.23,37.62666667,22.1,35.2,19.6,33.0,18.63333333,41.43333333,3.933333333,36.53,19.1,28.76,21.29,40.03,18.79,38.9,4.86,754.425,74.58333333,5.583333333,40.0,0.675,6.015171134,6.015171134,50
22.0,35.9,18.89,38.2,22.6,35.9,21.0,32.32666667,18.6,44.16333333,2.163333333,37.79666667,20.0,27.13333333,23.0,37.96333333,19.53333333,38.29,2.25,765.85,75.0,3.5,20.0,-1.75,2.129121963,2.129121963,50
20.2,37.2,17.39,40.5,20.7,37.59,18.6,36.29,18.29,43.4,1.6,79.19,18.39,32.4,20.79,43.2,18.39,41.4,0.6,740.5,97.0,1.0,44.0,0.2,10.53106511,10.53106511,50
21.03333333,42.79,20.35666667,42.06666667,20.46333333,41.66333333,20.32333333,42.59,18.66611111,52.83,7.59,94.3,19.78,36.86944444,22.61666667,43.345,18.63333333,41.03,5.65,748.7,86.66666667,3.666666667,40.0,3.52,24.33970001,24.33970001,210
21.5,40.5,19.0,44.2,22.5,38.29,20.79,39.59,20.2,50.03,8.233333333,45.96666667,21.0,36.86,23.29,44.23,20.39,41.4,7.5,751.6,83.0,4.0,40.0,4.7,30.05986862,30.05986862,50
23.5,48.23333333,21.1,43.595,25.6,38.23,20.56666667,43.03,19.7,47.39,6.2675,54.0925,21.56666667,34.6,23.29,39.5,19.79,39.4975,7.8,758.3,72.0,1.5,40.0,3.0,43.56229359,43.56229359,110
20.39,41.69666667,18.1,42.0,20.2,38.4,18.79,36.59666667,17.5,48.86,5.763333333,79.46666667,18.39,29.32333333,20.35666667,36.4,17.6,35.66333333,5.38,757.0333333,71.66666667,3.0,40.0,0.617,46.11431187,46.11431187,130
22.7,39.56,22.53333333,37.46666667,23.2,38.03,23.29,38.0,20.6,43.9,17.64285714,4.25,21.7,33.218,23.6,40.19,20.7,40.59,16.7,752.9,46.0,5.0,40.0,4.9,38.61673095,38.61673095,90
21.29,40.56666667,19.63333333,42.5,23.53333333,37.82666667,21.1,37.894,20.5,45.745,6.6,46.49333333,20.7,32.4,22.29,39.4,21.63333333,41.46333333,4.5,753.9,89.0,3.0,40.0,2.9,49.04183012,49.04183012,90
22.2,38.13333333,20.6,38.32666667,21.5,38.79,19.13333333,38.16333333,20.56277778,86.93777778,3.0,86.33333333,19.59444444,31.15388889,23.79,39.55833333,18.6,38.2,2.2,741.3,83.0,2.0,40.0,-0.4,5.752335221,5.752335221,180
22.13333333,42.36,21.1,42.39666667,24.13333333,39.53,21.1,41.66333333,20.56666667,46.19333333,16.3425,15.525,21.5,37.09,23.39,40.79,20.89,42.79,11.5,750.9666667,74.66666667,3.0,32.66666667,7.13,5.674700555,5.674700555,310
19.7,35.9,17.6,38.0,19.96857143,38.15285714,17.82333333,35.2,18.2,40.09,-0.166666667,80.46666667,18.29,30.245,20.89,40.82666667,17.82333333,39.93333333,-0.317,754.4333333,85.0,3.0,63.33333333,-2.53,33.38525312,33.38525312,60
20.16666667,39.59,19.65,39.27,20.42666667,38.43333333,21.2,37.03,18.39,46.46666667,6.56,55.3,18.5,35.56333333,19.79,41.43333333,18.2,38.79666667,6.2,746.5,70.0,7.0,40.0,1.1,26.65119123,26.65119123,90
19.6,45.0,18.79,44.62666667,20.29,43.9,18.6,46.09,17.5,52.35722222,9.533333333,86.33333333,17.53888889,42.10222222,18.05555556,48.73277778,17.1,47.5,9.45,760.0,82.0,8.5,32.0,6.5,38.4470602,38.4470602,60
21.26,36.16333333,17.7,40.56666667,21.39,35.76,21.0,33.4,19.46333333,80.63,2.7,74.15666667,20.13333333,28.7,22.0,39.43,19.79,38.82666667,2.17,763.3833333,99.83333333,3.0,6.166666667,2.15,48.24221602,48.24221602,60
21.5,42.59,20.89,41.59,23.1,43.09,20.2,42.7,20.1,46.535,5.8,77.65666667,19.0,37.98666667,21.51111111,50.02,19.1,47.09,6.33,741.6833333,80.0,8.0,26.83333333,3.03,32.997856,32.997856,40
